I,PREDISPATCH,PRICESENSITIVITIES,1,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,INTERVENTION,RRPEEP1,RRPEEP2,RRPEEP3,RRPEEP4,RRPEEP5,RRPEEP6,RRPEEP7,RRPEEP8,RRPEEP9,RRPEEP10,RRPEEP11,RRPEEP12,RRPEEP13,RRPEEP14,RRPEEP15,RRPEEP16,RRPEEP17,RRPEEP18,RRPEEP19,RRPEEP20,RRPEEP21,RRPEEP22,RRPEEP23,RRPEEP24,RRPEEP25,RRPEEP26,RRPEEP27,RRPEEP28,DATETIME,LASTCHANGED,RRPEEP29,RRPEEP30,RRPEEP31,RRPEEP32,RRPEEP33,RRPEEP34,RRPEEP35,INTERVENTION_ACTIVE,RRPEEP36,RRPEEP37,RRPEEP38,RRPEEP39,RRPEEP40,RRPEEP41,RRPEEP42,RRPEEP43
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,12,0,304.81655,304.81655,304.81655,304.81655,308.66081,305.35454,330.52386,314.75361,275.04909,449.96,268.90779,454.11,201.05929,866.45176,304.81655,304.81655,308.77027,275.39659,449.96,272.98776,0,0,0,0,316.79132,279.2782,445.29003,266.96,2025/06/27 03:30:00,2025/06/26 21:35:49,304.81655,304.81655,304.81655,304.81655,304.81655,304.81655,303.60562,0,308.38411,301.77723,314.75361,275.04909,320.41268,272.98776,321.92466,449.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,13,0,275.60474,281.83302,273.41944,281.83302,302.83173,294.86041,325.40469,309.78767,272.33422,322.08914,266.96,451.11,199.57741,674.89254,303.8366,275.60659,303.8366,275.32574,309.15299,266.96,0,0,0,0,312.16982,266.96,432.07476,241.96,2025/06/27 04:00:00,2025/06/26 21:35:49,275.98955,281.83302,275.60474,281.83302,273.41944,281.83302,288.62672,0,306.26707,273.92711,309.78767,272.33422,315.73515,266.96,315.73515,449.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,14,0,451.11,451.11,446.75154,454.11,366.63131,454.11,334.92351,453.84192,376.59389,454.51461,282.26691,659.9688,209.29546,970.64434,452.64032,450.77684,453.84192,376.59389,454.51461,294.37182,0,0,0,0,451.11,352.46559,574.05723,287.44738,2025/06/27 04:30:00,2025/06/26 21:35:49,451.11,451.11,449.83493,451.11,423.99112,451.11,347.51551,0,452.64032,450.77684,453.84192,376.59389,454.11,348.46164,454.11,652.68715
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,15,0,369.99307,451.11,369.40801,451.11,349.76202,451.11,334.73311,451.11,350.36259,454.11,311.80744,657.06689,218.17187,991.17132,451.11,444.37704,451.11,355.80781,454.11,325.1542,0,0,0,0,451.11,321.90571,451.11,286.69456,2025/06/27 05:00:00,2025/06/26 21:35:49,443.99445,451.11,398.46761,451.11,369.40801,451.11,337.25755,0,451.11,444.37704,451.11,350.36259,454.11,318.25549,454.11,636.74611
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,16,0,183.85,173.17759,214.19458,162.76466,215.31012,162.76466,283.16374,196.30463,162.76466,215.9722,160,266.96,145.60161,600.82,183.85,165.95878,196.30463,165.90555,215.9722,165.90555,0,0,0,0,216.47199,160,264.70198,149.18344,2025/06/27 05:30:00,2025/06/26 21:35:49,183.85,173.17759,205.04353,164.0116,214.19458,163.38657,250.99539,0,183.85,165.95878,196.30463,162.76466,207.73682,160.91734,219.23156,256.22055
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,17,0,210.21703,209.70199,219.87093,199.83138,243.67185,170.39095,266.96,213.4431,200.76013,220.45722,183.85,261.01176,160,366.16548,211.82548,208.10655,213.4431,200.76013,220.42522,183.85,0,0,0,0,241.96,173.71465,266.96,151.67175,2025/06/27 06:00:00,2025/06/26 21:35:49,210.21703,210.21703,210.21703,210.21703,241.96,209.70199,266.96,0,211.82548,208.10655,213.4431,200.76013,213.4431,195.54467,215.06998,261.01176
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,18,0,269.80636,265.99425,273.15738,259.16515,296.41464,241.96,294.64698,269.80636,264.5084,281.72552,241.96,315.78315,232.94211,340.5537,267.49689,266.96,269.80636,265.24925,281.72552,244.8077,0,0,0,0,299.25247,243.43146,306.25757,208.92799,2025/06/27 06:30:00,2025/06/26 21:35:49,269.80636,266.96,273.15738,266.96,296.41464,265.24925,294.64698,0,266.96,266.96,266.96,266.96,270.38006,266.85227,298.73444,313.38154
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,19,0,317.19319,317.19319,317.19319,301.71388,335.87871,266.99381,691.16,322.05365,312.38766,326.96998,301.35617,375.10085,266.96,691.16,319.6165,314.78362,322.05365,312.38766,329.4494,310.45786,0,0,0,0,326.96998,271.19705,499.92,260.5752,2025/06/27 07:00:00,2025/06/26 21:35:49,317.19319,317.19319,317.19319,317.19319,317.19319,317.19319,508.81751,0,319.6165,314.78362,322.05365,313.85653,322.05365,312.38766,331.94315,344.63132
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,20,0,447.83729,395.53492,527.70947,336.31742,691.16,326.37855,16684.42719,452.88808,395.53492,543.98239,328.0179,691.16,309.43686,17499.91,443.80872,396.72,450.02613,354.28975,499.92,328.84732,0,0,0,0,691.16,321.46896,4048.72247,318.21971,2025/06/27 07:30:00,2025/06/26 21:35:49,439.41764,396.72,527.70947,389.33035,691.16,375.48027,9988.81219,0,441.01544,396.72,447.18802,396.72,458.14542,396.72,691.16,691.16
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,21,0,694.01,691.16,1043.89198,691.16,17499.91,388.50773,17499.91,841.6564,691.16,1048.04359,691.16,17499.91,375.33948,17500,691.16,691.16,841.6564,691.16,1003.5739,417.40258,0,0,0,0,17499.91,396.72,17499.91,352.20842,2025/06/27 08:00:00,2025/06/26 21:35:49,691.16,691.16,691.16,691.16,691.16,691.16,1251.58554,0,691.16,691.16,936.33455,691.16,1017.70484,691.16,16109.0872,17206.25686
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,22,0,789.62274,845.00681,750.40969,853.6485,691.16,865.77465,17499.91,811.3768,402.85529,1006.91095,396.72,17500,346.8541,17500,811.3768,810.28091,811.3768,396.72,968.48362,391.31874,0,0,0,0,906.88774,446.29645,3873.32003,438.58236,2025/06/27 08:30:00,2025/06/26 21:35:49,810.28091,810.28091,810.28091,810.28091,789.62274,810.28091,744.23238,0,811.3768,810.28091,811.3768,810.28091,981.74861,810.28091,1190.10436,16608.40341
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,23,0,697.98399,706.34952,690.40857,706.6902,655.18797,706.6902,605.65842,867.55749,686.24298,868.44459,653.27291,3700.12,456.31199,17500,863.19746,689.59029,867.47893,686.24298,868.44459,644.14766,0,0,0,0,864.18261,698.86454,957.43821,600.82,2025/06/27 09:00:00,2025/06/26 21:35:49,693.77621,706.6902,689.86331,706.6902,676.38891,725.10342,641.15655,0,867.55749,706.34952,867.55749,706.34952,868.44459,706.34952,976.11421,3480.07964
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,24,0,465.14328,478.15481,465.14328,479.77209,459.06717,484.75559,352.40692,600.82,467.3253,687.98899,455.5749,868.79134,278.79532,3843.28753,600.82,471.41385,600.82,467.3253,687.98899,455.5749,0,0,0,0,648.13428,473.30731,662.30962,362.77258,2025/06/27 09:30:00,2025/06/26 21:35:49,475.51953,477.02798,472.96758,479.77209,465.14328,479.77209,385.01873,0,600.82,475.41486,600.82,475.41486,679.63849,475.41486,692.99303,850.83213
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,25,0,285.31123,285.31123,285.31123,285.31123,284.56825,285.31123,330.20477,326.98923,266.96,362.02245,266.32364,600.82,224.5929,872.2028,321.62205,267.72805,326.98923,266.96,347.11878,266.32364,0,0,0,0,330.4,266.96,457.51016,260.0793,2025/06/27 10:00:00,2025/06/26 21:35:49,285.31123,285.31123,285.31123,285.31123,285.31123,285.31123,284.56825,0,319.14888,270.4943,321.18174,270.47268,321.26734,270.45106,473.43721,552.82841
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,26,0,315.35324,315.35324,315.35324,315.35324,316.18283,315.35324,320.43748,322.11866,274.18905,355.96131,266.96,600.82,221.66541,945.01369,318.77775,279.46364,322.11866,280.53443,341.38044,266.96,0,0,0,0,325.43833,266.96,457.52752,258.71708,2025/06/27 10:30:00,2025/06/26 21:35:49,315.35324,315.35324,315.35324,315.35324,315.35324,315.35324,316.18283,0,315.4583,276.28316,315.47931,274.18905,315.47931,269.11118,478.32414,544.34276
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,27,0,352.21595,353.56269,352.21595,353.56269,349.54251,353.56269,336.76026,449.96,317.96907,449.96,310.27222,600.47,241.96,867.75364,449.96,322.11866,449.96,317.96907,449.96,311.09932,0,0,0,0,449.96,314.60748,449.96,276.5266,2025/06/27 11:00:00,2025/06/26 21:35:49,353.56269,353.56269,353.56269,353.56269,352.21595,353.56269,349.54251,0,449.96,324.60841,449.96,324.60841,449.96,324.56517,476.35052,515.93213
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,28,0,321.24594,321.24594,321.24594,321.24594,321.24594,321.24594,321.24594,345.40633,314.54461,449.96,268.44587,474.02195,266.96,867.99392,324.60841,317.86318,334.39563,314.54461,449.96,279.56767,0,0,0,0,442.84651,274.29052,406.41251,266.96,2025/06/27 11:30:00,2025/06/26 21:35:49,321.24594,321.24594,321.24594,321.24594,321.24594,321.24594,321.24594,0,321.28874,321.18174,345.40633,321.18174,449.96,271.18638,472.20189,517.45016
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,29,0,321.28874,318.71405,321.28874,318.71405,322.11866,318.71405,320.37345,340.67029,312.88533,449.96,266.96,475.17296,210.41106,868.32278,324.60841,318.71405,326.55463,312.88533,449.96,277.81311,0,0,0,0,449.96,272.57897,449.96,266.96,2025/06/27 12:00:00,2025/06/26 21:35:49,322.11866,322.11866,322.11866,322.11866,321.28874,322.11866,322.11866,0,321.28874,322.03284,340.67029,318.69282,449.96,269.49987,471.53006,449.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,30,0,324.60841,325.43833,324.60841,325.43833,324.60841,325.43833,322.94857,349.01,318.71405,349.01,312.05569,473.03027,256.60348,706.59875,342.29866,322.11866,349.01,318.71405,349.01,312.05569,0,0,0,0,349.01,315.39527,446.85013,273.88773,2025/06/27 12:30:00,2025/06/26 21:35:49,324.60841,324.60841,324.60841,324.60841,324.60841,324.60841,324.60841,0,346.21065,324.60841,349.01,325.35163,349.01,325.32995,449.96,449.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,31,0,282.73791,282.73791,282.73791,282.73791,281.66757,282.73791,307.42152,318.71405,268.89725,324.60841,266.96,449.96,159.13263,701.07763,314.54461,274.03948,318.71405,274.03948,323.77849,266.96,0,0,0,0,321.20314,268.89725,354.71,241.96,2025/06/27 13:00:00,2025/06/26 21:35:49,282.73791,282.73791,282.73791,282.73791,282.73791,282.73791,282.73791,0,312.05569,270.93902,312.07648,267.8541,312.07648,266.96,449.96,449.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,32,0,266.96,266.96,266.96,266.96,266.96,266.96,318.79898,268.88022,260.81244,283.79545,241.96,449.96,107.26038,682.77315,266.96,266.96,266.96,260.81244,266.96,241.96,0,0,0,0,277.57155,241.96,320.37345,183.85,2025/06/27 13:30:00,2025/06/26 21:35:49,266.96,266.96,266.96,266.96,266.96,266.96,266.96,0,266.96,265.70774,268.88022,264.48077,280.58466,241.96,299.17186,322.94857
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,33,0,308.82127,308.82127,308.82127,308.82127,308.82127,308.82127,317.03553,313.69648,272.42076,317.88436,266.96,449.96,146.67558,695.034,308.82127,308.82127,308.82127,277.90509,316.2039,269.38009,0,0,0,0,313.70693,266.96,323.77849,265.49018,2025/06/27 14:00:00,2025/06/26 21:35:49,308.82127,308.82127,308.82127,308.82127,308.82127,308.82127,308.82127,0,311.19937,305.96468,311.19937,272.42076,311.38769,268.35773,317.16054,327.09816
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,34,0,274.30982,274.31729,274.3098,274.31729,274.16768,275.26229,314.33127,310.77846,266.96,316.72914,259.71002,353.73,160,476.82731,277.65918,266.96,304.66808,266.96,304.66808,266.96,0,0,0,0,310.77846,264.72582,317.88436,241.96,2025/06/27 14:30:00,2025/06/26 21:35:49,274.30982,274.31729,274.30982,274.31729,274.16768,275.26229,274.16768,0,277.46845,266.96,309.57134,266.96,309.58739,266.96,315.52724,322.94857
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,35,0,271.85643,271.85643,271.85643,271.85643,272.31941,273.88992,317.88436,288.05127,255.31207,319.6289,217.20766,472.93508,152.42411,733.70019,271.85643,261.50486,281.55261,255.31207,318.79898,193.22023,0,0,0,0,315.37425,223.44812,326.26824,160,2025/06/27 15:00:00,2025/06/26 21:35:49,271.85643,271.85643,271.85643,271.85643,272.88935,272.88935,271.85643,0,274.97055,264.27111,289.15333,255.31207,303.10355,221.73791,467.52655,469.31894
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,36,0,314.54461,314.54461,314.54461,314.5079,319.58364,315.33502,320.37345,322.11866,273.64821,355.25427,271.57999,511.12,160,877.22292,318.79898,289.96303,322.11866,279.9772,341.88659,283.21357,0,0,0,0,351.20899,276.96574,331.90924,228.99264,2025/06/27 15:30:00,2025/06/26 21:35:49,314.54461,314.54461,314.54461,314.5079,314.54461,314.5079,319.58364,0,315.47931,286.66122,316.30923,273.64821,472.38778,271.57999,470.23443,470.23443
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,37,0,319.66472,299.5,319.66472,284.98623,319.67537,270.49675,319.67537,324.55351,299.5,328.18222,272.05471,344.6937,227.61789,858.22051,322.10213,299.5,324.55351,299.5,328.19245,282.6283,0,0,0,0,327.01898,269.91198,334.5123,224.4609,2025/06/27 16:00:00,2025/06/26 21:35:49,319.66472,319.66472,319.66472,319.66472,319.66472,319.66472,319.67537,0,322.10213,299.5,322.10213,299.5,327.01898,297.59461,334.50115,334.50115
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,38,0,533.91097,369.18727,533.91097,325.25837,691.16,325.25837,3700.12,542.07199,320.36153,554.4906,313.12011,691.16,300.17174,3905.34365,537.97981,374.96364,542.07199,320.36153,554.4906,315.52023,0,0,0,0,691.11649,315.52023,976.42013,310.73353,2025/06/27 16:30:00,2025/06/26 21:35:49,508.24128,506.2687,533.91097,504.3063,533.91097,504.3063,533.91097,0,537.97981,370.9711,542.07199,370.9711,550.32718,370.9711,625.6562,691.16
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,39,0,9993.37949,1224.14,11109.20625,1058.68537,16585.79673,691.16,16735.46249,10767.28733,1224.14,14179.32012,1062.91739,17499.91,691.16,17499.91,10149.7281,1233.26645,10511.30795,1224.14,13693.82554,1111.04033,0,0,0,0,17034.18627,691.16,17499.89,544.67829,2025/06/27 17:00:00,2025/06/26 21:35:49,4220.71296,4203.78351,4220.71296,4203.78351,4254.85427,4203.78351,11297.13651,0,4203.78351,4220.71296,10149.7281,4220.71296,10228.55572,4220.71296,10922.29333,17499.89
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,40,0,17499.89,17499.89,17499.89,17499.89,17499.89,17423.69938,17499.89,17499.91,16705.34793,17499.91,16445.00498,17499.91,15388.07,17499.91,17499.91,17101.25528,17499.91,16836.59206,17499.91,16490.75,0,0,0,0,17499.91,16498.99182,17499.91,14000,2025/06/27 17:30:00,2025/06/26 21:35:49,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,0,17499.89,17101.25528,17499.89,16968.55918,17499.91,16968.55918,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,41,0,17499.91,17499.91,17499.91,17499.91,17499.91,16400,17499.91,17499.91,17499.89,17499.91,16960.90769,17499.91,14162.3797,17500,17499.91,17499.91,17499.91,17499.89,17499.91,17246.5914,0,0,0,0,17499.91,17361.07919,17499.91,10952.76925,2025/06/27 18:00:00,2025/06/26 21:35:49,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,42,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17215.27461,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17499.91,17499.91,17499.89,2025/06/27 18:30:00,2025/06/26 21:35:49,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,43,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.89,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,16949.64072,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17499.91,17499.91,14990,2025/06/27 19:00:00,2025/06/26 21:35:49,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,44,0,17499.91,17499.91,17499.91,17499.91,17499.91,14811.78125,17499.91,17499.91,17499.91,17499.91,17499.89,17499.91,14797.96,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17499.89,17499.91,1024.71696,2025/06/27 19:30:00,2025/06/26 21:35:49,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,45,0,17312.6415,10268.78682,17314.0976,9932.97471,17321.03117,883.78386,17333.85823,17499.89,10111.12345,17499.91,9932.97471,17499.91,845.09499,17499.91,14797.96,14002.91481,17226.45495,10317.44839,17499.89,10111.12345,0,0,0,0,17499.89,1015.44477,17499.91,514.68348,2025/06/27 20:00:00,2025/06/26 21:35:49,14797.96,14797.96,14797.96,14797.96,14797.96,14797.96,17314.0976,0,14797.96,14797.96,14797.96,14797.96,14797.96,14797.96,17499.91,17499.89
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,46,0,3873.87577,972.37767,10052.62374,531.39356,16903.14545,522.27539,16922.41773,3886.92196,968.62324,10092.20794,531.39356,17499.89,479.69748,17499.91,3799.28669,991.44289,3799.28669,991.44289,9667.99492,554.25552,0,0,0,0,14376.05417,510.40269,17499.89,328.92764,2025/06/27 20:30:00,2025/06/26 21:35:49,1730.7307,1014.76173,1730.7307,983.75758,3873.87577,979.94469,16903.14545,0,1014.76173,1014.76173,2750.62279,1014.76173,3873.87577,1014.76173,10243.14275,16420.72354
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,47,0,537.09922,529.41142,979.063,529.41142,10107.33449,331.03063,17025.55671,539.18043,517.41884,979.063,509.53584,10147.23093,328.19516,17499.91,529.45377,525.39123,533.49721,517.41884,942.03353,509.53584,0,0,0,0,3840.3405,363.10447,14797.96,310.45545,2025/06/27 21:00:00,2025/06/26 21:35:49,537.09922,529.41142,537.09922,529.41142,1143.37475,529.41142,10836.4857,0,529.45377,529.45377,529.45377,529.45377,535.02863,529.45377,982.87132,9219.65974
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,48,0,324.32842,324.21281,330.37382,324.21281,352.04113,306.88846,860.82003,326.96745,319.32785,331.20363,314.49823,353.38699,286.48753,1162.39947,326.00889,321.76335,327.79703,319.32785,332.05127,314.49823,0,0,0,0,349.01,316.90618,528.15232,275.33933,2025/06/27 21:30:00,2025/06/26 21:35:49,324.21281,324.21281,324.21281,324.21281,349.01,324.21281,520.67583,0,324.21281,321.76335,324.21281,319.32785,324.21281,316.90618,336.69568,349.01
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,49,0,299.5,296.6289,308.61149,280.69486,310.98607,269.51528,498.71881,299.5,292.1208,318.19086,281.2356,332.97575,266.96,589.15003,299.5,294.36849,299.5,292.1208,318.19086,292.1208,0,0,0,0,318.19086,272.13699,331.83959,257.45565,2025/06/27 22:00:00,2025/06/26 21:35:49,299.5,296.6289,299.5,296.6289,310.98607,296.6289,356.17301,0,299.5,294.36849,299.5,294.36849,315.77564,296.6289,320.61986,327.99073
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,50,0,299.5,299.5,299.5,299.5,299.5,279.69368,491.58745,302.51942,297.87782,307.21314,293.28749,319.18138,277.56581,560.84241,300.19216,299.5,302.51942,297.87782,307.21314,293.28749,0,0,0,0,304.85971,282.92575,504.1755,256.35908,2025/06/27 22:30:00,2025/06/26 21:35:49,299.5,299.5,299.5,299.5,299.5,284.55463,600.82,0,300.19216,299.5,301.9798,297.87782,304.85971,297.87782,309.57983,319.18138
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,51,0,287.20098,266.96,289.46228,259.73319,289.46228,247.29011,371.00039,287.20098,266.96,298.60848,259.73319,307.96032,238.48506,370.9711,281.20267,266.96,281.73796,266.96,298.60848,259.0445,0,0,0,0,296.30292,243.38502,315.92121,203.75211,2025/06/27 23:00:00,2025/06/26 21:35:49,287.20098,266.96,289.46228,266.96,289.46228,248.89841,460.1684,0,284.4577,269.44797,287.20098,266.96,289.4253,266.96,299.5,307.96032
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,52,0,242.33247,241.96,256.86967,207.49075,287.64461,204.73266,288.75689,246.09487,241.96,261.26297,201.20768,287.64461,191.56158,333.21169,244.20841,241.96,246.09487,241.96,264.89089,221.29078,0,0,0,0,266.96,202.25837,301.78636,165.9843,2025/06/27 23:30:00,2025/06/26 21:35:49,242.33247,241.96,248.85755,221.53178,290.29827,207.49075,290.29827,0,244.20841,241.96,246.09487,241.96,250.90328,241.96,266.96,278.38447
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,53,0,266.96,219.43614,246.07611,210.66983,282.64768,180.21,292.54793,241.96,218.81701,253.71419,204.316,284.56025,162.39875,338.23233,251.79923,247.97308,266.96,241.96,253.71419,203.80524,0,0,0,0,266.96,180.21,304.09931,163.01884,2025/06/28 00:00:00,2025/06/26 21:35:49,266.96,222.3226,246.07611,221.73911,294.83264,219.56439,294.83264,0,229.36086,247.97308,241.96,223.38124,249.88076,205.89105,266.96,266.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,54,0,254.17585,232.12,254.17585,229.21,272.49466,181.32298,297.66257,258.07271,232.12,262.01434,229.08339,295.22,180.21,345.46773,244.65724,239.77872,258.07271,232.12,260.03788,229.0633,0,0,0,0,266.96,219.19995,309.35848,168.63763,2025/06/28 00:30:00,2025/06/26 21:35:49,250.79335,241.96,243.81827,241.96,266.96,235.5807,297.66257,0,241.96,241.96,258.07271,235.87564,260.03788,232.60714,266.96,262.01434
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,55,0,232.12,241.96,241.96,217.16945,266.96,180.21,296.96,232.12,241.96,248.83386,214.34551,266.96,167.60386,345.59703,262.11118,222.32242,232.12,241.96,241.96,214.34551,0,0,0,0,264.1543,180.21,300.17763,160,2025/06/28 01:00:00,2025/06/26 21:35:49,229.21,229.21,236.38035,225.84087,266.96,219.53906,296.96,0,229.21,222.21191,232.12,221.54495,241.96,220.44438,252.28093,241.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,56,0,241.96,218.7913,241.96,214.73602,266.96,160,299.41837,241.96,215.50447,249.83407,209.67733,267.52784,160,435.09469,229.21,217.14317,232.12,215.50447,241.96,209.67733,0,0,0,0,266.96,169.48194,308.78852,158.22,2025/06/28 01:30:00,2025/06/26 21:35:49,232.12,219.38683,241.96,218.7913,266.96,218.7913,299.41837,0,232.12,218.06753,241.96,217.90317,241.96,215.50447,241.96,266.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,57,0,261.0313,232.12,261.0313,229.21,271.23145,229.21,299.5,266.96,232.12,266.96,229.21,273.09784,166.90675,451.11,251.24343,241.96,265.00708,232.12,266.96,229.21,0,0,0,0,266.96,176.39149,299.5,159.99807,2025/06/28 02:00:00,2025/06/26 21:35:49,261.0313,241.96,261.0313,241.96,271.23145,233.01409,299.5,0,241.96,241.96,241.96,232.12,241.96,232.12,241.96,266.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,58,0,232.12,229.21,266.42407,232.12,258.48568,232.12,299.5,232.12,222.87137,232.12,219.53781,295.22,160,633.07854,232.12,224.55269,232.12,222.87137,261.09265,219.53781,0,0,0,0,264.42232,188.12434,296.96,160,2025/06/28 02:30:00,2025/06/26 21:35:49,232.12,229.21,266.42407,226.2438,258.48568,226.2438,296.96,0,229.21,224.55269,229.21,222.87137,229.21,221.19977,229.21,260.30481
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,59,0,220.66954,188.10775,220.66954,199.84,273.73371,207.49895,316.2754,243.76912,160.263,273.73371,160,451.11,149.77262,691.19,197.21332,173.88899,243.54171,163.34082,263.4422,163.9563,0,0,0,0,270.63772,160,306.78205,158.14013,2025/06/28 03:00:00,2025/06/26 21:35:49,198.60258,175.2085,220.66954,175.2085,265.78542,188.3019,315.23166,0,176.53563,173.88899,176.53563,160.263,176.53563,160,176.53563,351.32633
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,60,0,173.62829,160,213.68524,160,261.40825,160,320.64213,176.27192,160,260.07386,159.1648,451.11,140.76714,691.19,174.9463,160.37594,176.27192,160.98599,260.07386,160,0,0,0,0,222.0065,160,308.63751,152.42471,2025/06/28 03:30:00,2025/06/26 21:35:49,173.62829,160,195.33183,160,223.22318,160,319.58397,0,170.62785,160,170.62785,160,170.62785,160,170.62785,421.85887
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062636,1,VIC1,61,0,160,157.26174,164.23325,157.26174,186.36643,157.26174,285.72045,160,156.06975,164.64076,147.11837,263.80023,123.10538,626.41685,160,159.07209,160,152.77523,160,150.2886,0,0,0,0,169.49821,138.00783,261.06969,117.12089,2025/06/28 04:00:00,2025/06/26 21:35:49,160,157.26174,162.29125,157.26174,186.36643,157.26174,285.72045,0,160,157.26174,160,156.06975,160,148.94687,160,260.75397
