I,PDREGION,Unnamed: 2,5,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,RRP,EEP,TOTALDEMAND,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,RAISEREGRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP,LOWERREGRRP,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,DECAVAILABILITY,LORSURPLUS,LRCSURPLUS,INTERVENTION,LOWER1SECLOCALDISPATCH,RAISE1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECRRP,LOWER1SECRRP
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 08:30:00,382.14088,0,7908.55,6425.45,0,-1483.1,0,,,77.27,,,,,,,,99.9,,,,,,,,85.9,,,,,,,,223.0,,,,,,,,231.0,,,,,,,,122.0,,,,,,9062.453,620.0,7799.36526,7956.68,,37.0,,,,30.0,,,,,,,,,,,,,,,,,,,1.8,0.36,0.15,43.68,0.38,0.38,0.1,3.6,835.0,867.0,829.0,707.0,627.896545,765.896545,674.896545,965.0,9062.453,,,0.0,0.0,5.0,348.0,361.0,150.336,103.117,0.38,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 09:00:00,600.82,0,7728.99,6526.96,0,-1202.02,0,,,103.8,,,,,,,,120.38,,,,,,,,16.0,,,,,,,,221.0,,,,,,,,228.9,,,,,,,,149.0,,,,,,9314.751,620.0,7956.67768,7762.89,,14.0,,,,41.19,,,,,,,,,,,,,,,,,,,1.8,0.24,0.15,24.79,0.04,0.38,0.1,1.0,852.0,915.78708,877.78708,755.0,627.0,733.21292,674.0,879.0,9265.41474,,,0.0,0.0,70.0,365.0,363.0,406.555,108.196,0.94,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 09:30:00,473.45029,0,7501.1,6563.69,0,-937.41,0,,,73.78,,,,,,,,101.73,,,,,,,,17.54,,,,,,,,178.26,,,,,,,,227.0,,,,,,,,115.0,,,,,,9515.692,620.0,7762.89405,7536.46,,14.0,,,,127.0,,,,,,,,,,,,,,,,,,,0.38,0.15,0.1,12.47,0.1,0.1,0.1,2.0,819.0,947.0,909.0,828.0,648.80133,690.80133,695.80133,837.27234,9405.09296,,,0.0,0.0,3.0,329.0,363.0,610.751,112.941,0.38,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 10:00:00,324.41383,0,7238.76,6576.02,21,-683.75,0,,,51.93,,,,,,,,84.23,,,,,,,,8.0,,,,,,,,195.42,,,,,,,,230.0,,,,,,,,117.0,,,,,,9592.016,620.0,7536.45999,7290.98,,50.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.38,0.17,0.1,20.2,0.01,0.1,0.1,3.75,857.0,986.0,947.0,840.0,644.56967,686.56967,691.56967,820.7674,9477.41696,,,0.0,0.0,16.0,367.0,356.0,686.695,115.321,0.38,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 10:30:00,278.49966,0,6922.31,6414.79,5,-512.52,0,,,75.74,,,,,,,,111.25,,,,,,,,78.61,,,,,,,,157.74,,,,,,,,247.8,,,,,,,,173.0,,,,,,9539.787,620.0,7290.98456,6957.26,,44.0,,,,50.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,11.0,0.1,0.38,0.1,2.0,899.0,1033.0,994.0,818.0,636.253985,678.253985,683.253985,833.0,9433.18796,,,0.0,0.0,58.0,409.0,352.0,667.093,89.694,0.38,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 11:00:00,316.28816,0,6653.59,6134.03,0,-519.56,0,,,70.11,,,,,,,,91.0,,,,,,,,73.84,,,,,,,,157.11,,,,,,,,221.03,,,,,,,,157.0,,,,,,9509.028,620.0,6957.26291,6679.55,,18.0,,,,75.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,10.98,0.1,0.38,0.1,2.0,893.0,1030.0,991.0,814.0,632.0,674.0,679.0,837.0,9406.32896,,,0.0,0.0,53.0,404.0,363.0,657.679,71.349,0.38,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 11:30:00,276.54804,0,6449.57,6068.39,5,-386.18,0,,,100.66,,,,,,,,91.0,,,,,,,,52.66,,,,,,,,158.66,,,,,,,,230.85,,,,,,,,134.0,,,,,,9483.39099,620.0,6679.54505,6481.98,,16.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,11.68,0.1,0.38,0.1,1.0,859.0,986.0,945.0,819.0,627.0,669.0,674.0,832.0,9379.69195,,,0.0,0.0,16.0,367.0,363.0,643.102,59.28899,0.38,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 12:00:00,291.02437,0,6325.74,5969.67,5,-361.07,0,,,74.22,,,,,,,,91.0,,,,,,,,55.53,,,,,,,,170.22,,,,,,,,215.72,,,,,,,,179.0,,,,,,9458.52,620.0,6481.98049,6359.47,,16.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,9.88,0.1,0.38,0.1,1.0,916.0,1045.0,1000.0,818.0,627.0,669.0,674.0,832.0,9353.82096,,,0.0,0.0,72.0,423.0,363.0,630.413,52.107,0.38,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 12:30:00,287.17709,0,6298.03,5891.16,8,-414.88,0,,,96,,,,,,,,90.0,,,,,,,,57.44,,,,,,,,160.49,,,,,,,,233.63,,,,,,,,123.0,,,,,,9439.155,620.0,6359.47093,6333.76,,4.0,,,,38.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,11.68,0.1,0.38,0.1,2.0,861.0,989.0,942.0,822.0,627.0,669.0,674.0,831.0,9333.45596,,,0.0,0.0,16.0,367.0,363.0,617.516,47.639,0.38,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 13:00:00,312.05569,0,6225.91,5957.89,164,-432.03,0,,,15,,,,,,,,9.0,,,,,,,,3.0,,,,,,,,51.0,,,,,,,,104.33,,,,,,,,113.0,,,,,,9425.886,620.0,6333.76089,6416.11,,19.0,,,,65.0,,,,,,,,,,,,,,,,,,,0.23,0.1,0.1,5.98,0.38,0.38,0.38,2.0,860.0,989.0,951.0,980.0,545.0,586.0,591.0,766.0,9323.6737,,,0.0,0.0,14.0,367.0,306.0,609.639,44.247,0.36,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 13:30:00,306.87,0,6093.36,5937.4,119.11,-275.07,0,,,15,,,,,,,,9.0,,,,,,,,3.0,,,,,,,,106.77,,,,,,,,144.9,,,,,,,,125.0,,,,,,9410.397,620.0,6416.10882,6250.93,,90.0,,,,79.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,5.98,0.38,0.38,0.38,2.0,860.0,989.0,951.0,935.10688,535.89312,576.89312,581.89312,810.89312,9310.3097,,,0.0,0.0,16.0,367.0,301.0,601.68,36.717,0.38,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 14:00:00,266.96,0,6113.6,5815.86,66,-363.74,0,,,60,,,,,,,,54.0,,,,,,,,48.0,,,,,,,,157.45,,,,,,,,225.17,,,,,,,,122.0,,,,,,9386.86,620.0,6250.9343,6213.22,,13.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,5.0,0.38,0.38,0.38,2.0,859.0,988.0,950.0,882.0,625.0,667.0,672.0,809.0,9288.16096,,,0.0,0.0,36.49,367.0,361.0,584.855,31.005,0.86,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 14:30:00,241.96,0,6141.73,5835.3,63,-369.44,0,,,79,,,,,,,,90.0,,,,,,,,83.0,,,,,,,,217.09,,,,,,,,236.0,,,,,,,,134.0,,,,,,9281.626,380.0,6213.22157,6234.25,,4.0,,,,63.0,,,,,,,,,,,,,,,,,,,0.39,0.36,0.1,7.6,0.38,1.37,0.39,2.0,687.0,816.0,778.0,654.0,443.0,485.0,490.0,537.0,9182.92696,,,0.0,0.0,83.0,196.0,179.0,562.286,26.34,0.93,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 15:00:00,293.6262,0,6314.61,6067.22,50,-297.39,0,,,18,,,,,,,,16.0,,,,,,,,39.0,,,,,,,,200.17,,,,,,,,269.8,,,,,,,,175.0,,,,,,9403.849,279.0,6234.25194,6392.96,,65.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.39,0.1,0.1,11.68,0.39,1.37,1.7,6.0,728.0,864.0,826.0,630.0,410.0,421.0,426.0,516.0,9305.14996,,,0.0,0.0,63.63,237.0,146.0,538.201,22.648,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 15:30:00,278.03623,0,6528.56,6192.81,5,-340.74,0,,,15,,,,,,,,10.0,,,,,,,,3.0,,,,,,,,202.15,,,,,,,,229.0,,,,,,,,129.0,,,,,,9526.813,208.0,6392.96328,6554.65,,63.0,,,,39.0,,,,,,,,,,,,,,,,,,,0.39,0.24,0.1,20.68,0.5,1.37,0.77,3.75,682.0,811.0,773.0,521.0,365.0,406.0,409.0,562.0,9428.11396,,,0.0,0.0,26.01,195.0,181.0,512.222,19.591,0.86,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 16:00:00,227.61789,0,6728.21,6328.39,1,-400.82,0,,,18,,,,,,,,13.0,,,,,,,,37.45,,,,,,,,213.0,,,,,,,,232.0,,,,,,,,130.0,,,,,,9516.39,205.0,6554.6531,6763.62,,58.0,,,,36.0,,,,,,,,,,,,,,,,,,,0.39,0.36,0.1,21.0,1.0,1.37,0.77,3.75,686.0,815.0,777.0,600.0,367.0,408.0,413.0,561.0,9417.69096,,,0.0,0.0,44.29,196.0,131.0,419.406,17.984,0.86,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 16:30:00,320.12928,0,7068.5,6346.03,0,-722.47,0,,,45,,,,,,,,43.0,,,,,,,,33.0,,,,,,,,213.38,,,,,,,,287.0,,,,,,,,186.0,,,,,,9342.028,0.0,6763.61576,7080.25,,34.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.39,0.17,0.1,12.23996,0.39,0.77,0.45,6.0,739.0,820.0,782.0,591.0,363.0,453.0,409.0,360.0,9243.32896,,,0.0,0.0,72.0,252.0,131.0,243.119,16.909,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 17:00:00,1242.09071,0,7401.03,6673.21,0,-727.81,0,,,47,,,,,,,,49.0,,,,,,,,33.56,,,,,,,,220.0,,,,,,,,236.0,,,,,,,,122.0,,,,,,9152.213,73.0,7080.25494,7417.83,,74.0,,,,10.0,,,,,,,,,,,,,,,,,,,10.0,0.74,0.15,39.01,0.2,1.0,0.45,3.77,662.0,668.0,668.0,178.0,449.0,599.0,433.0,841.0,9053.51396,,,0.0,0.0,15.11,186.0,181.0,52.582,17.631,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 17:30:00,16308.64476,0,7763.49,7289,0,-474.49,0,,,85,,,,,,,,129.39,,,,,,,,31.0,,,,,,,,145.0,,,,,,,,156.0,,,,,,,,43.0,,,,,,9150.995,175.0,7417.82697,7793.91,,64.0,,,,22.0,,,,,,,,,,,,,,,,,,,399.0,10.0,0.39,60.0,0.01,0.38,0.38,3.99,483.0,487.0,487.0,105.0,460.0,623.0,503.0,1096.0,8993.03318,,,0.0,0.0,6.25,26.0,192.0,1.978,18.017,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 18:00:00,17499.91,0,7976.68,7422.66,0,-554.02,0,,,58,,,,,,,,60.0,,,,,,,,31.0,,,,,,,,224.0,,,,,,,,234.0,,,,,,,,132.0,,,,,,9153.564,175.0,7793.91403,7988.27,,129.0,,,,10.0,,,,,,,,,,,,,,,,,,,99.9,10.0,0.24,121.4,0.01,0.38525,0.39,0.93,561.0,566.0,568.0,80.0,415.0,577.0,457.0,1035.0,8953.564,,,0.0,0.0,12.0,86.0,177.0,0.0,19.564,0.37,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 18:30:00,17479.64554,0,8014.97,7536.56,0,-478.41,0,,,97.4,,,,,,,,123.33,,,,,,,,31.0,,,,,,,,156.0,,,,,,,,165.0,,,,,,,,51.0,,,,,,9188.56,175.0,7988.26728,8024.76,,74.0,,,,10.0,,,,,,,,,,,,,,,,,,,399.73,99.9,0.49,72.92995,0.01,0.1,0.1,3.77,480.0,485.0,487.0,10.0,460.0,623.0,503.0,1146.67152,8980.22034,,,0.0,0.0,14.0,26.0,192.0,0.0,21.56,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 19:00:00,17499.91,0,7947.33,7469.91,5,-482.42,0,,,56,,,,,,,,58.0,,,,,,,,44.0,,,,,,,,146.0,,,,,,,,154.0,,,,,,,,40.0,,,,,,9068.566,175.0,8024.76278,7962.25,,84.0,,,,10.0,,,,,,,,,,,,,,,,,,,497.99,102.73,0.88,71.97528,0.39,0.44773,1.7,3.77,470.0,475.0,477.0,11.0,378.0,540.0,420.0,912.0,8848.72634,,,0.0,0.0,3.0,16.0,140.0,0.0,24.566,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 19:30:00,17499.89,0,7787.18,7388.17,0,-399.02,0,,,98.37,,,,,,,,126.58,,,,,,,,29.0,,,,,,,,152.0,,,,,,,,171.0,,,,,,,,117.0,,,,,,9046.509,175.0,7962.24635,7796.17,,74.0,,,,10.0,,,,,,,,,,,,,,,,,,,301.47005,100.0,0.88,64.0,0.01,0.1,0.1,3.77,546.0,491.0,482.0,13.0,458.0,621.0,501.0,970.42438,8821.509,,,0.0,0.0,5.0,77.0,190.0,0.0,30.509,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 20:00:00,9373.10877,0,7612.01,7257.57,0,-354.44,0,,,99.28,,,,,,,,129.59,,,,,,,,31.0,,,,,,,,145.0,,,,,,,,154.0,,,,,,,,40.0,,,,,,9040.572,175.0,7796.16696,7621.03,,74.0,,,,10.0,,,,,,,,,,,,,,,,,,,399.45999,29.66,0.88,53.0,0.01,0.38,0.1,3.77,469.0,474.0,475.0,12.0,460.0,623.0,503.0,970.0,8815.572,,,0.0,0.0,3.0,15.0,192.0,0.0,34.572,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 20:30:00,953.88487,0,7457.97,7203.83,0,-254.14,0,,,120.96,,,,,,,,127.0,,,,,,,,21.69,,,,,,,,147.0,,,,,,,,156.0,,,,,,,,43.0,,,,,,9030.828,175.0,7621.03285,7471.07,,106.0,,,,10.0,,,,,,,,,,,,,,,,,,,300.0,30.0,0.4,60.0,0.1,0.38392,0.2,1.0,514.0,485.0,480.0,24.0,447.0,610.0,490.0,954.0,8830.828,,,0.0,0.0,6.0,78.0,179.0,0.0,39.828,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 21:00:00,909.43787,0,7250.83,6689.38,0,-561.44,0,,,117.82,,,,,,,,138.0,,,,,,,,29.0,,,,,,,,154.0,,,,,,,,158.0,,,,,,,,62.0,,,,,,9026.383,175.0,7471.07017,7267.72,,54.0,,,,10.0,,,,,,,,,,,,,,,,,,,191.96,30.0,0.4,60.0,0.01,0.39,0.2,2.0,599.0,596.0,593.0,220.0,460.0,623.0,503.0,743.0,8826.383,,,0.0,0.0,13.0,193.0,192.0,0.0,46.383,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 21:30:00,319.30731,0,7034.4,6809.47,68,-292.93,0,,,125,,,,,,,,138.0,,,,,,,,32.35,,,,,,,,202.0,,,,,,,,215.0,,,,,,,,113.0,,,,,,9190.468,375.0,7267.72394,7120.91,,48.0,,,,78.0,,,,,,,,,,,,,,,,,,,171.92002,8.68,0.39,44.9,0.1,0.39,0.38,1.2,720.0,733.0,692.0,439.0,458.0,621.0,501.0,855.0,8990.468,,,0.0,0.0,53.0,233.0,190.0,0.0,55.468,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 22:00:00,320.59926,0,6767.02,6502.11,155,-419.9,0,,,56,,,,,,,,58.0,,,,,,,,44.0,,,,,,,,211.37,,,,,,,,244.0,,,,,,,,135.0,,,,,,9202.111,375.0,7120.90881,6939.44,,63.0,,,,30.0,,,,,,,,,,,,,,,,,,,51.73,0.38,0.38,32.0,0.39,1.0,0.4,2.0,683.0,715.0,657.0,735.0,374.0,511.0,420.0,569.0,9002.111,,,0.0,0.0,16.0,196.0,140.0,0.0,64.111,0.81,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 22:30:00,299.5,0,6446.32,6403.52,17,-59.8,0,,,64,,,,,,,,63.0,,,,,,,,52.0,,,,,,,,193.0,,,,,,,,198.0,,,,,,,,74.0,,,,,,9237.654,400.0,6939.44263,6472.2,,54.0,,,,47.0,,,,,,,,,,,,,,,,,,,177.99648,0.38,0.38,20.68,0.38,1.37,0.4,2.0,693.0,804.0,768.0,694.0,465.0,556.0,512.0,724.0,9012.654,,,0.0,0.0,21.0,196.0,191.0,0.0,69.654,0.93,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 23:00:00,267.19215,0,6177.4,6262.95,0,85.55,0,,,55,,,,,,,,50.0,,,,,,,,43.0,,,,,,,,193.0,,,,,,,,198.0,,,,,,,,70.8,,,,,,9244.946,400.0,6472.19759,6185.99,,87.0,,,,37.0,,,,,,,,,,,,,,,,,,,99.58,0.39,0.38,20.68,0.39,1.37,0.45,1.2,693.0,853.0,817.0,677.0,455.0,497.0,502.0,750.0,9019.946,,,0.0,0.0,21.0,196.0,181.0,0.0,75.946,3.52,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/27 23:30:00,241.96,0,6064.11,6050.25,3,-16.86,0,,,66,,,,,,,,61.0,,,,,,,,54.0,,,,,,,,181.0,,,,,,,,198.0,,,,,,,,74.0,,,,,,9250.803,400.0,6185.98601,6067.72,,77.0,,,,49.0,,,,,,,,,,,,,,,,,,,75.46407,0.38,0.38,20.2,0.39,1.37,0.4,1.2,693.0,853.0,816.0,680.0,466.0,508.0,513.0,736.0,9025.803,,,0.0,0.0,24.0,196.0,192.0,0.0,84.803,15.49,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/28 00:00:00,241.96,0,5915.23,6141.24,27,199,0,,,66,,,,,,,,91.0,,,,,,,,41.48,,,,,,,,192.0,,,,,,,,201.0,,,,,,,,74.0,,,,,,9276.537,400.0,6067.71735,5948.69,,94.0,,,,54.0,,,,,,,,,,,,,,,,,,,155.17112,0.5,0.39,25.0,3.94,8.68,0.8,3.99,693.0,853.0,816.0,704.0,466.0,508.0,513.0,712.0,9051.537,,,0.0,1.0,24.0,196.0,192.0,0.0,109.537,30.0,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/28 00:30:00,219.54958,0,5709.95,5865.44,100,55.49,0,,,66,,,,,,,,61.0,,,,,,,,56.0,,,,,,,,192.0,,,,,,,,197.0,,,,,,,,53.52,,,,,,9316.437,400.0,5948.68989,5835.23,,67.0,,,,43.0,,,,,,,,,,,,,,,,,,,19.94,0.38,0.38,10.98,0.5,1.37,0.45,3.6,692.0,902.0,816.0,777.0,458.0,500.0,505.0,639.0,9091.437,,,0.0,0.0,24.0,196.0,184.0,0.0,144.437,15.49,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/28 01:00:00,180.21,0,5494.72,5843.98,100,249.26,0,,,50,,,,,,,,55.0,,,,,,,,40.0,,,,,,,,192.0,,,,,,,,197.0,,,,,,,,54.97,,,,,,9352.251,400.0,5835.22809,5627.15,,90.0,,,,53.0,,,,,,,,,,,,,,,,,,,19.94,0.38,0.38,20.2,0.5,3.0,0.45,1.2,692.0,902.0,816.0,777.0,443.0,485.0,490.0,655.0,9127.251,,,0.0,1.0,24.0,196.0,173.0,0.0,179.251,15.49,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/28 01:30:00,172.40357,0,5315.05,5626.73,100,211.68,0,,,66,,,,,,,,61.0,,,,,,,,54.0,,,,,,,,191.0,,,,,,,,197.0,,,,,,,,62.0,,,,,,9366.726,400.0,5627.15199,5441.54,,64.0,,,,40.0,,,,,,,,,,,,,,,,,,,16.68,0.38,0.38,10.0,0.5,1.77,0.77,3.62,692.0,902.0,815.0,777.0,458.0,500.0,505.0,629.0,9141.726,,,0.0,1.0,13.0,196.0,184.0,0.0,192.726,19.32,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/28 02:00:00,211.79744,0,5141.89,5640.2,200,298.31,0,,,64.61,,,,,,,,91.0,,,,,,,,58.0,,,,,,,,191.0,,,,,,,,185.69,,,,,,,,73.0,,,,,,9377.198,400.0,5441.53558,5376.18,,75.08,,,,50.0,,,,,,,,,,,,,,,,,,,20.46,0.38,0.38,16.16,1.0,6.0,1.78,3.75,692.0,902.0,815.0,877.0,358.0,400.0,405.0,529.0,9152.198,,,0.0,1.0,22.17,196.0,84.0,0.0,206.198,28.82,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/28 02:30:00,169.49682,0,5003.37,5453.22,202,247.84,0,,,65.34,,,,,,,,91.0,,,,,,,,59.0,,,,,,,,191.0,,,,,,,,186.0,,,,,,,,65.05,,,,,,8878.216,400.0,5376.18329,5236.81,,70.14,,,,49.0,,,,,,,,,,,,,,,,,,,28.87,0.38,0.38,20.2,1.0,5.62,0.78,3.6,692.0,852.0,815.0,879.0,358.0,400.0,405.0,527.0,8653.216,,,0.0,1.0,24.0,196.0,84.0,0.0,219.216,30.0,0.0
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/28 03:00:00,149.51301,0,4899.4,5310.06,2,408.66,0,,,66.39,,,,,,,,91.0,,,,,,,,58.0,,,,,,,,191.0,,,,,,,,187.89,,,,,,,,68.81,,,,,,8890.055,200.0,5236.8064,4946.44,,56.0,,,,42.0,,,,,,,,,,,,,,,,,,,28.87,0.38,0.38,10.0,1.0,5.62,1.78,2.0,584.0,744.0,707.0,479.0,358.0,400.0,405.0,527.0,8665.055,,,0.0,1.0,15.03,88.0,84.0,0.0,231.055,59.59,0.04
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/28 03:30:00,140.77333,0,4829.6,5327.59,2,495.99,0,,,73.68,,,,,,,,91.0,,,,,,,,58.0,,,,,,,,191.0,,,,,,,,190.75,,,,,,,,70.68,,,,,,8908.594,200.0,4946.43872,4880.64,,65.0,,,,42.0,,,,,,,,,,,,,,,,,,,28.87,0.38,0.38,10.0,1.0,5.62,1.78,2.0,692.0,852.0,815.0,679.0,411.5,453.5,458.5,527.0,8683.594,,,0.0,1.0,16.55,196.0,137.5,0.0,248.594,59.59,0.04
D,PDREGION,,5.0,2025/06/26 22:30:00,1,VIC1,2025/06/28 04:00:00,125.95851,0,4796.61,5348.07,2,549.46,0,,,66,,,,,,,,105.31,,,,,,,,58.0,,,,,,,,191.0,,,,,,,,197.0,,,,,,,,73.0,,,,,,8925.07,200.0,4880.64196,4838.94,,38.0,,,,47.0,,,,,,,,,,,,,,,,,,,30.0,0.38,0.38,39.0,1.0,9.33,1.0,1.0,692.0,852.0,815.0,677.0,411.5,453.5,458.5,529.0,8700.07,,,0.0,1.0,17.05,196.0,137.5,0.0,267.07,59.59,0.04
D,PDIREGION,,2.0,2025/06/26 22:30:00,1,VIC1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,PDREGION,,5.0,2025/06/26 23:00:00,1,VIC1,2025/06/26 23:00:00,286.37363,0,6315.82,5845.01,11,-481.81,0,,,71.47,,,,,,,,122.14,,,,,,,,40.0,,,,,,,,179.0,,,,,,,,193.0,,,,,,,,232.0,,,,,,8493.01,825.0,6458.92739,6339.82,,15.0,,,,5.0,,,,,,,,,,,,,,,,,,,0.86,0.38,0.38,9.8,0.04,0.1,0.1,0.1,786.0,748.0,727.0,155.0,590.0,635.0,603.0,1044.91478,8405.31,,,0.0,1.0,20.0,307.0,352.0,0.0,35.01,0.38,0.0
